GO.ID	Description	p.Val	FDR	Phenotype	Genes
KEGG:04970	Salivary secretion	1.193905800488557e-8	1.193905800488557e-8	+1	ENSG00000198838,ENSG00000089250,ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000004468
KEGG:04014	Ras signaling pathway	4.1089245399994984e-8	4.1089245399994984e-8	+1	ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000146648,ENSG00000138798,ENSG00000127588
KEGG:05032	Morphine addiction	1.816051503738562e-7	1.816051503738562e-7	+1	ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000127588
KEGG:05034	Alcoholism	2.402754617836853e-7	2.402754617836853e-7	+1	ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000127588
KEGG:01522	Endocrine resistance	3.4711309577956237e-7	3.4711309577956237e-7	+1	ENSG00000148400,ENSG00000160691,ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000146648,ENSG00000141736
KEGG:05214	Glioma	6.762527300695101e-7	6.762527300695101e-7	+1	ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000178372,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000146648,ENSG00000138798
KEGG:05200	Pathways in cancer	0.0000021968714489742707	0.0000021968714489742707	+1	ENSG00000148400,ENSG00000129007,ENSG00000177885,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000169083,ENSG00000142875,ENSG00000169398,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127588
KEGG:04740	Olfactory transduction	0.0000034158464085401264	0.0000034158464085401264	+1	ENSG00000129007,ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000141404,ENSG00000183310,ENSG00000100077,ENSG00000178363,ENSG00000173020,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000127588
KEGG:04720	Long-term potentiation	0.000005018870097475722	0.000005018870097475722	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:05031	Amphetamine addiction	0.000006350526902968143	0.000006350526902968143	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04924	Renin secretion	0.000006350526902968143	0.000006350526902968143	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04750	Inflammatory mediator regulation of TRP channels	0.000007293548224353321	0.000007293548224353321	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04744	Phototransduction	0.000008248314221987019	0.000008248314221987019	+1	ENSG00000129007,ENSG00000178372,ENSG00000078369,ENSG00000178363,ENSG00000169885,ENSG00000160014
KEGG:04971	Gastric acid secretion	0.000013680987077464784	0.000013680987077464784	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04146	Peroxisome	0.000027339040230140762	0.000027339040230140762	+1	ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000166321,ENSG00000162928,ENSG00000161533,ENSG00000140876,ENSG00000112874
KEGG:04724	Glutamatergic synapse	0.00002917136267805359	0.00002917136267805359	+1	ENSG00000132535,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000127588
KEGG:04261	Adrenergic signaling in cardiomyocytes	0.00003380872412770112	0.00003380872412770112	+1	ENSG00000129007,ENSG00000175470,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000198626,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:05205	Proteoglycans in cancer	0.00006191345619189608	0.00006191345619189608	+1	ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159
KEGG:05170	Human immunodeficiency virus 1 infection	0.00007865187512059517	0.00007865187512059517	+1	ENSG00000129007,ENSG00000120899,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000169398,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000089159,ENSG00000127588
KEGG:04114	Oocyte meiosis	0.00008834584499699487	0.00008834584499699487	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000169083,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04925	Aldosterone synthesis and secretion	0.00009889157304274575	0.00009889157304274575	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04916	Melanogenesis	0.00012453455131031813	0.00012453455131031813	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:05418	Fluid shear stress and atherosclerosis	0.00013681435777988373	0.00013681435777988373	+1	ENSG00000129007,ENSG00000188612,ENSG00000116030,ENSG00000178372,ENSG00000197122,ENSG00000169398,ENSG00000178363,ENSG00000169885,ENSG00000160014
KEGG:05165	Human papillomavirus infection	0.00018723397294341973	0.00018723397294341973	+1	ENSG00000148400,ENSG00000175470,ENSG00000177885,ENSG00000165059,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000138798
KEGG:04922	Glucagon signaling pathway	0.00019313242063776588	0.00019313242063776588	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04722	Neurotrophin signaling pathway	0.00040337563671430566	0.00040337563671430566	+1	ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000178372,ENSG00000080815,ENSG00000178363,ENSG00000169885,ENSG00000160014
KEGG:04012	ErbB signaling pathway	0.00041710944587690347	0.00041710944587690347	+1	ENSG00000160691,ENSG00000177885,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000138798
KEGG:04540	Gap junction	0.0005695657126851275	0.0005695657126851275	+1	ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000146648,ENSG00000138798
KEGG:04727	GABAergic synapse	0.0006141689839962879	0.0006141689839962879	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000127588
KEGG:05207	Chemical carcinogenesis - receptor activation	0.0006271001227010363	0.0006271001227010363	+1	ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000165059,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000146648,ENSG00000138798
KEGG:04270	Vascular smooth muscle contraction	0.0009794758846595419	0.0009794758846595419	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:04024	cAMP signaling pathway	0.0010202616729219616	0.0010202616729219616	+1	ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000198626,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000161533,ENSG00000160014
KEGG:05167	Kaposi sarcoma-associated herpesvirus infection	0.002200007541557791	0.002200007541557791	+1	ENSG00000129007,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000197122,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000127588
KEGG:04510	Focal adhesion	0.0030264734025036034	0.0030264734025036034	+1	ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798
KEGG:01521	EGFR tyrosine kinase inhibitor resistance	0.003490877140386831	0.003490877140386831	+1	ENSG00000160691,ENSG00000177885,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798
KEGG:04015	Rap1 signaling pathway	0.00410257098063201	0.00410257098063201	+1	ENSG00000129007,ENSG00000050820,ENSG00000178372,ENSG00000197122,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000146648,ENSG00000138798
KEGG:04935	Growth hormone synthesis, secretion and action	0.004332141807416311	0.004332141807416311	+1	ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000165059,ENSG00000142875,ENSG00000169398,ENSG00000072062
KEGG:05012	Parkinson disease	0.004501112921631415	0.004501112921631415	+1	ENSG00000198838,ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000141404,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014
KEGG:05417	Lipid and atherosclerosis	0.004751958975911691	0.004751958975911691	+1	ENSG00000109971,ENSG00000129007,ENSG00000178372,ENSG00000197122,ENSG00000169398,ENSG00000178363,ENSG00000169885,ENSG00000170606,ENSG00000160014
KEGG:04530	Tight junction	0.005745223942420795	0.005745223942420795	+1	ENSG00000175470,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000180900,ENSG00000072062,ENSG00000170606,ENSG00000141736
KEGG:04010	MAPK signaling pathway	0.01298236380947338	0.01298236380947338	+1	ENSG00000109971,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000138798
KEGG:04625	C-type lectin receptor signaling pathway	0.016211210810671898	0.016211210810671898	+1	ENSG00000129007,ENSG00000178372,ENSG00000197122,ENSG00000178363,ENSG00000169885,ENSG00000160014
KEGG:04928	Parathyroid hormone synthesis, secretion and action	0.01708293254458736	0.01708293254458736	+1	ENSG00000137486,ENSG00000141480,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000146648
KEGG:05203	Viral carcinogenesis	0.018390440879432226	0.018390440879432226	+1	ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000072062,ENSG00000089159
KEGG:04726	Serotonergic synapse	0.024271871591203167	0.024271871591203167	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
KEGG:04725	Cholinergic synapse	0.02546783813979455	0.02546783813979455	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
KEGG:05219	Bladder cancer	0.027175422957955043	0.027175422957955043	+1	ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798
KEGG:05133	Pertussis	0.030866923536734203	0.030866923536734203	+1	ENSG00000129007,ENSG00000178372,ENSG00000178363,ENSG00000169885,ENSG00000160014
KEGG:05100	Bacterial invasion of epithelial cells	0.03280098700042989	0.03280098700042989	+1	ENSG00000160691,ENSG00000050820,ENSG00000197122,ENSG00000169398,ENSG00000089159
REAC:R-HSA-5578775	Ion homeostasis	5.472234403000851e-9	5.472234403000851e-9	+1	ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000072062,ENSG00000118729
REAC:R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	0.0000010618609587590247	0.0000010618609587590247	+1	ENSG00000132535,ENSG00000105426,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947,ENSG00000103653
REAC:R-HSA-5635838	Activation of SMO	0.0000017209896616935211	0.0000017209896616935211	+1	ENSG00000139549,ENSG00000137486,ENSG00000141480,ENSG00000173020,ENSG00000164690,ENSG00000163501
REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	0.0000019884805602370556	0.0000019884805602370556	+1	ENSG00000148400,ENSG00000139549,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000177885,ENSG00000197122,ENSG00000143801,ENSG00000168214,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947,ENSG00000103653
REAC:R-HSA-8849932	Synaptic adhesion-like molecules	0.000004933399967205292	0.000004933399967205292	+1	ENSG00000132535,ENSG00000105426,ENSG00000132589,ENSG00000137312,ENSG00000142949,ENSG00000126243
REAC:R-HSA-418555	G alpha (s) signalling events	0.000019765014691786045	0.000019765014691786045	+1	ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000127588
REAC:R-HSA-9634597	GPER1 signaling	0.000022802177367532783	0.000022802177367532783	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000127588
REAC:R-HSA-1227986	Signaling by ERBB2	0.000031434281051850735	0.000031434281051850735	+1	ENSG00000141738,ENSG00000160691,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947
REAC:R-HSA-5576891	Cardiac conduction	0.000036939452902196574	0.000036939452902196574	+1	ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000072062,ENSG00000118729
REAC:R-HSA-177929	Signaling by EGFR	0.000042678011397778846	0.000042678011397778846	+1	ENSG00000160691,ENSG00000197122,ENSG00000146648,ENSG00000089159,ENSG00000138798,ENSG00000127947,ENSG00000103653
REAC:R-HSA-180292	GAB1 signalosome	0.00005327844308360978	0.00005327844308360978	+1	ENSG00000197122,ENSG00000146648,ENSG00000089159,ENSG00000138798,ENSG00000103653
REAC:R-HSA-8876725	Protein methylation	0.00007499662258894651	0.00007499662258894651	+1	ENSG00000109971,ENSG00000067365,ENSG00000203791,ENSG00000139160,ENSG00000144401
REAC:R-HSA-163359	Glucagon signaling in metabolic regulation	0.00009313893140216805	0.00009313893140216805	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
REAC:R-HSA-1236394	Signaling by ERBB4	0.00009869450202303943	0.00009869450202303943	+1	ENSG00000132535,ENSG00000160691,ENSG00000197122,ENSG00000143801,ENSG00000080815,ENSG00000146648,ENSG00000138798
REAC:R-HSA-1250196	SHC1 events in ERBB2 signaling	0.00010317955833019728	0.00010317955833019728	+1	ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947
REAC:R-HSA-5362798	Release of Hh-Np from the secreting cell	0.00011529410359533412	0.00011529410359533412	+1	ENSG00000139549,ENSG00000175356,ENSG00000164690,ENSG00000163501
REAC:R-HSA-5358351	Signaling by Hedgehog	0.00013354831194368878	0.00013354831194368878	+1	ENSG00000139549,ENSG00000137486,ENSG00000141480,ENSG00000165059,ENSG00000142875,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501
REAC:R-HSA-111885	Opioid Signalling	0.00023492921778994606	0.00023492921778994606	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000141404,ENSG00000173020,ENSG00000072062,ENSG00000127588
REAC:R-HSA-112316	Neuronal System	0.0002766174489463995	0.0002766174489463995	+1	ENSG00000132535,ENSG00000105426,ENSG00000109971,ENSG00000132589,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000142949,ENSG00000141404,ENSG00000072062,ENSG00000127588,ENSG00000126243
REAC:R-HSA-397014	Muscle contraction	0.0002861963249384082	0.0002861963249384082	+1	ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000072062,ENSG00000089159,ENSG00000118729
REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	0.00030911870632191615	0.00030911870632191615	+1	ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947
REAC:R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	0.00041608535541593655	0.00041608535541593655	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
REAC:R-HSA-5683057	MAPK family signaling cascades	0.00044963802008073225	0.00044963802008073225	+1	ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
REAC:R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	0.0004804288138263095	0.0004804288138263095	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
REAC:R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	0.0004804288138263095	0.0004804288138263095	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
REAC:R-HSA-162582	Signal Transduction	0.0006542646537544114	0.0006542646537544114	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000141404,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000137727,ENSG00000127947,ENSG00000127588,ENSG00000103653
REAC:R-HSA-354192	Integrin signaling	0.0007526645403571726	0.0007526645403571726	+1	ENSG00000160691,ENSG00000050820,ENSG00000197122,ENSG00000169398,ENSG00000103653
REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.0008017062800082143	0.0008017062800082143	+1	ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000138798,ENSG00000127588
REAC:R-HSA-2672351	Stimuli-sensing channels	0.0008347540629737523	0.0008347540629737523	+1	ENSG00000198838,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000118729
REAC:R-HSA-5658034	HHAT G278V doesn't palmitoylate Hh-Np	0.0008562079084612451	0.0008562079084612451	+1	ENSG00000139549,ENSG00000164690,ENSG00000163501
REAC:R-HSA-1251932	PLCG1 events in ERBB2 signaling	0.0008562079084612451	0.0008562079084612451	+1	ENSG00000146648,ENSG00000141736,ENSG00000138798
REAC:R-HSA-9012852	Signaling by NOTCH3	0.0009361640079661456	0.0009361640079661456	+1	ENSG00000148400,ENSG00000143801,ENSG00000168214,ENSG00000080815,ENSG00000146648,ENSG00000138798
REAC:R-HSA-445717	Aquaporin-mediated transport	0.0015133000128301267	0.0015133000128301267	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	0.0015883840606661338	0.0015883840606661338	+1	ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798
REAC:R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	0.0018830417302048478	0.0018830417302048478	+1	ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000078369,ENSG00000127588
REAC:R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	0.0018830417302048478	0.0018830417302048478	+1	ENSG00000148400,ENSG00000137486,ENSG00000141480,ENSG00000143801,ENSG00000080815
REAC:R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors	0.002127934259023708	0.002127934259023708	+1	ENSG00000165059,ENSG00000142875,ENSG00000072062
REAC:R-HSA-76002	Platelet activation, signaling and aggregation	0.002955208271124176	0.002955208271124176	+1	ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000169398,ENSG00000138798,ENSG00000127588,ENSG00000103653
REAC:R-HSA-9033241	Peroxisomal protein import	0.0035331494408085183	0.0035331494408085183	+1	ENSG00000133835,ENSG00000213965,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876
REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	0.004389368691804824	0.004389368691804824	+1	ENSG00000050820,ENSG00000120899,ENSG00000165059,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000089159
REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	0.0047365404684849765	0.0047365404684849765	+1	ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798
REAC:R-HSA-8853659	RET signaling	0.0053197148713585276	0.0053197148713585276	+1	ENSG00000141738,ENSG00000160691,ENSG00000165059,ENSG00000142875,ENSG00000072062
REAC:R-HSA-76009	Platelet Aggregation (Plug Formation)	0.0053197148713585276	0.0053197148713585276	+1	ENSG00000160691,ENSG00000050820,ENSG00000197122,ENSG00000169398,ENSG00000103653
REAC:R-HSA-9033500	TYSND1 cleaves peroxisomal proteins	0.007360488799372698	0.007360488799372698	+1	ENSG00000133835,ENSG00000161533,ENSG00000156521
REAC:R-HSA-8963896	HDL assembly	0.007360488799372698	0.007360488799372698	+1	ENSG00000165059,ENSG00000142875,ENSG00000072062
REAC:R-HSA-194138	Signaling by VEGF	0.008532497515914842	0.008532497515914842	+1	ENSG00000050820,ENSG00000120899,ENSG00000165059,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000089159
REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	0.009093333899204305	0.009093333899204305	+1	ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798
REAC:R-HSA-1980143	Signaling by NOTCH1	0.010200888866862698	0.010200888866862698	+1	ENSG00000148400,ENSG00000137486,ENSG00000141480,ENSG00000143801,ENSG00000168214,ENSG00000080815
REAC:R-HSA-163685	Integration of energy metabolism	0.010269959523265237	0.010269959523265237	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588,ENSG00000108788
REAC:R-HSA-9010642	ROBO receptors bind AKAP5	0.011707605616839116	0.011707605616839116	+1	ENSG00000165059,ENSG00000142875,ENSG00000072062
REAC:R-HSA-5632681	Ligand-receptor interactions	0.011707605616839116	0.011707605616839116	+1	ENSG00000139549,ENSG00000164690,ENSG00000163501
REAC:R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	0.011916379866919579	0.011916379866919579	+1	ENSG00000132535,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000141404,ENSG00000072062,ENSG00000127588
REAC:R-HSA-1643685	Disease	0.013516608856422587	0.013516608856422587	+1	ENSG00000148400,ENSG00000139549,ENSG00000140368,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143801,ENSG00000168214,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000103653
REAC:R-HSA-422356	Regulation of insulin secretion	0.016130478956684298	0.016130478956684298	+1	ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588
REAC:R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	0.017458286642123278	0.017458286642123278	+1	ENSG00000160691,ENSG00000141736,ENSG00000127947
REAC:R-HSA-112315	Transmission across Chemical Synapses	0.018589643729225246	0.018589643729225246	+1	ENSG00000132535,ENSG00000109971,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000141404,ENSG00000072062,ENSG00000127588
REAC:R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	0.01874917987261935	0.01874917987261935	+1	ENSG00000143801,ENSG00000080815,ENSG00000146648,ENSG00000138798
REAC:R-HSA-5673001	RAF/MAP kinase cascade	0.021849478899869372	0.021849478899869372	+1	ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	0.022915814833797916	0.022915814833797916	+1	ENSG00000050820,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798
REAC:R-HSA-8848021	Signaling by PTK6	0.022915814833797916	0.022915814833797916	+1	ENSG00000050820,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798
REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	0.025585691750207983	0.025585691750207983	+1	ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
REAC:R-HSA-8863795	Downregulation of ERBB2 signaling	0.02569143552108629	0.02569143552108629	+1	ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947
REAC:R-HSA-5632684	Hedgehog 'on' state	0.02624877555804018	0.02624877555804018	+1	ENSG00000139549,ENSG00000137486,ENSG00000141480,ENSG00000173020,ENSG00000164690,ENSG00000163501
REAC:R-HSA-6794362	Protein-protein interactions at synapses	0.028035330134330655	0.028035330134330655	+1	ENSG00000132535,ENSG00000105426,ENSG00000132589,ENSG00000137312,ENSG00000142949,ENSG00000126243
REAC:R-HSA-112040	G-protein mediated events	0.030267373763953033	0.030267373763953033	+1	ENSG00000165059,ENSG00000142875,ENSG00000141404,ENSG00000173020,ENSG00000072062
REAC:R-HSA-8847993	ERBB2 Activates PTK6 Signaling	0.033891698158734405	0.033891698158734405	+1	ENSG00000146648,ENSG00000141736,ENSG00000138798
