# version: e111_eg58_p18_f463989d
# date: 10/1/2024, 1:22:27 PM
# organism: hsapiens
# all results: false
# ordered: false
# no iea: false
# sources: GO:MF,GO:BP,GO:CC,KEGG,REAC,WP,TF,MIRNA,HPA,CORUM,HP
# combined: false
# numeric ns: ENTREZGENE_ACC
# domain scope: annotated
# measure underrepresentation: false
# significance threshold method: g_SCS
# user threshold: 0.05
# no evidences: false
# query genes included: query_1<ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000157322,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000172824,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000129007,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000237172,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000167378,ENSG00000152229,ENSG00000221886,ENSG00000206069,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000067365,ENSG00000214562,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000169717,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000188322,ENSG00000188100,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000185522,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000184716,ENSG00000100077,ENSG00000178363,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000169885,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146700,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000135617,ENSG00000130950,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653>
# query genes not included: ,
# query genes duplicates: none
"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"KEGG","Estrogen signaling pathway","KEGG:04915","false","4.481423132441337e-9","8.348584048408162","136","70","13","8484","ENSG00000109971,ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000178372,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000146648"
"KEGG","Insulin signaling pathway","KEGG:04910","false","4.9200218594030285e-9","8.308032967680399","137","70","13","8484","ENSG00000129007,ENSG00000160691,ENSG00000132589,ENSG00000177885,ENSG00000178372,ENSG00000165059,ENSG00000137312,ENSG00000142875,ENSG00000142949,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Salivary secretion","KEGG:04970","false","1.193905800488557e-8","7.923029937814601","91","70","11","8484","ENSG00000198838,ENSG00000089250,ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000004468"
"KEGG","Ras signaling pathway","KEGG:04014","false","4.1089245399994984e-8","7.386271834440914","235","70","15","8484","ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000146648,ENSG00000138798,ENSG00000127588"
"KEGG","Morphine addiction","KEGG:05032","false","1.816051503738562e-7","6.740871838924916","89","70","10","8484","ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000127588"
"KEGG","Alcoholism","KEGG:05034","false","2.402754617836853e-7","6.619290579408701","187","70","13","8484","ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000127588"
"KEGG","Endocrine resistance","KEGG:01522","false","3.4711309577956237e-7","6.459529001086548","95","70","10","8484","ENSG00000148400,ENSG00000160691,ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000146648,ENSG00000141736"
"KEGG","Glioma","KEGG:05214","false","6.762527300695101e-7","6.169890968611097","75","70","9","8484","ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000178372,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000146648,ENSG00000138798"
"KEGG","Pathways in cancer","KEGG:05200","false","0.0000021968714489742707","5.658195355293652","527","70","19","8484","ENSG00000148400,ENSG00000129007,ENSG00000177885,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000169083,ENSG00000142875,ENSG00000169398,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127588"
"KEGG","Olfactory transduction","KEGG:04740","false","0.0000034158464085401264","5.46650166533172","428","70","17","8484","ENSG00000129007,ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000141404,ENSG00000183310,ENSG00000100077,ENSG00000178363,ENSG00000173020,ENSG00000072062,ENSG00000169885,ENSG00000160014,ENSG00000127588"
"KEGG","Long-term potentiation","KEGG:04720","false","0.000005018870097475722","5.299394044939496","67","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Amphetamine addiction","KEGG:05031","false","0.000006350526902968143","5.197190239816962","69","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Renin secretion","KEGG:04924","false","0.000006350526902968143","5.197190239816962","69","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Inflammatory mediator regulation of TRP channels","KEGG:04750","false","0.000007293548224353321","5.137061141179475","98","70","9","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Phototransduction","KEGG:04744","false","0.000008248314221987019","5.083634802831756","29","70","6","8484","ENSG00000129007,ENSG00000178372,ENSG00000078369,ENSG00000178363,ENSG00000169885,ENSG00000160014"
"KEGG","Gastric acid secretion","KEGG:04971","false","0.000013680987077464784","4.863882567321227","76","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Peroxisome","KEGG:04146","false","0.000027339040230140762","4.563216735930238","83","70","8","8484","ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000166321,ENSG00000162928,ENSG00000161533,ENSG00000140876,ENSG00000112874"
"KEGG","Glutamatergic synapse","KEGG:04724","false","0.00002917136267805359","4.535043283263024","115","70","9","8484","ENSG00000132535,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000127588"
"KEGG","Adrenergic signaling in cardiomyocytes","KEGG:04261","false","0.00003380872412770112","4.470971218313032","153","70","10","8484","ENSG00000129007,ENSG00000175470,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000198626,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Proteoglycans in cancer","KEGG:05205","false","0.00006191345619189608","4.2082149517103575","205","70","11","8484","ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159"
"KEGG","Human immunodeficiency virus 1 infection","KEGG:05170","false","0.00007865187512059517","4.104290919006112","210","70","11","8484","ENSG00000129007,ENSG00000120899,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000169398,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000089159,ENSG00000127588"
"KEGG","Oocyte meiosis","KEGG:04114","false","0.00008834584499699487","4.053813871027737","131","70","9","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000169083,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Aldosterone synthesis and secretion","KEGG:04925","false","0.00009889157304274575","4.004840714843294","98","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Melanogenesis","KEGG:04916","false","0.00012453455131031813","3.9047101396394153","101","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Fluid shear stress and atherosclerosis","KEGG:05418","false","0.00013681435777988373","3.8638683238339104","138","70","9","8484","ENSG00000129007,ENSG00000188612,ENSG00000116030,ENSG00000178372,ENSG00000197122,ENSG00000169398,ENSG00000178363,ENSG00000169885,ENSG00000160014"
"KEGG","Human papillomavirus infection","KEGG:05165","false","0.00018723397294341973","3.727615347247348","330","70","13","8484","ENSG00000148400,ENSG00000175470,ENSG00000177885,ENSG00000165059,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000138798"
"KEGG","Glucagon signaling pathway","KEGG:04922","false","0.00019313242063776588","3.7141448162142865","107","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Neurotrophin signaling pathway","KEGG:04722","false","0.00040337563671430566","3.3942903360688783","118","70","8","8484","ENSG00000129007,ENSG00000160691,ENSG00000177885,ENSG00000178372,ENSG00000080815,ENSG00000178363,ENSG00000169885,ENSG00000160014"
"KEGG","ErbB signaling pathway","KEGG:04012","false","0.00041710944587690347","3.3797499749928996","84","70","7","8484","ENSG00000160691,ENSG00000177885,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"KEGG","Gap junction","KEGG:04540","false","0.0005695657126851275","3.24445616269958","88","70","7","8484","ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000146648,ENSG00000138798"
"KEGG","GABAergic synapse","KEGG:04727","false","0.0006141689839962879","3.2117121195428715","89","70","7","8484","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"KEGG","Chemical carcinogenesis - receptor activation","KEGG:05207","false","0.0006271001227010363","3.2026631142487645","211","70","10","8484","ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000165059,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000146648,ENSG00000138798"
"KEGG","Vascular smooth muscle contraction","KEGG:04270","false","0.0009794758846595419","3.009006252153387","133","70","8","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","cAMP signaling pathway","KEGG:04024","false","0.0010202616729219616","2.991288427717058","223","70","10","8484","ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000198626,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000161533,ENSG00000160014"
"KEGG","Kaposi sarcoma-associated herpesvirus infection","KEGG:05167","false","0.002200007541557791","2.6575758304271937","194","70","9","8484","ENSG00000129007,ENSG00000176533,ENSG00000178372,ENSG00000078369,ENSG00000197122,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000127588"
"KEGG","Focal adhesion","KEGG:04510","false","0.0030264734025036034","2.5190631384362714","202","70","9","8484","ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798"
"KEGG","EGFR tyrosine kinase inhibitor resistance","KEGG:01521","false","0.003490877140386831","2.4570654356862445","79","70","6","8484","ENSG00000160691,ENSG00000177885,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"KEGG","Rap1 signaling pathway","KEGG:04015","false","0.00410257098063201","2.3869438962638685","210","70","9","8484","ENSG00000129007,ENSG00000050820,ENSG00000178372,ENSG00000197122,ENSG00000178363,ENSG00000169885,ENSG00000160014,ENSG00000146648,ENSG00000138798"
"KEGG","Growth hormone synthesis, secretion and action","KEGG:04935","false","0.004332141807416311","2.3632973357100573","120","70","7","8484","ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000165059,ENSG00000142875,ENSG00000169398,ENSG00000072062"
"KEGG","Parkinson disease","KEGG:05012","false","0.004501112921631415","2.346680091565799","265","70","10","8484","ENSG00000198838,ENSG00000129007,ENSG00000178372,ENSG00000165059,ENSG00000142875,ENSG00000141404,ENSG00000178363,ENSG00000072062,ENSG00000169885,ENSG00000160014"
"KEGG","Lipid and atherosclerosis","KEGG:05417","false","0.004751958975911691","2.3231273173139173","214","70","9","8484","ENSG00000109971,ENSG00000129007,ENSG00000178372,ENSG00000197122,ENSG00000169398,ENSG00000178363,ENSG00000169885,ENSG00000170606,ENSG00000160014"
"KEGG","Tight junction","KEGG:04530","false","0.005745223942420795","2.240693038331291","170","70","8","8484","ENSG00000175470,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000180900,ENSG00000072062,ENSG00000170606,ENSG00000141736"
"KEGG","MAPK signaling pathway","KEGG:04010","false","0.01298236380947338","1.8866462246431264","301","70","10","8484","ENSG00000109971,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"KEGG","C-type lectin receptor signaling pathway","KEGG:04625","false","0.016211210810671898","1.7901845466101394","104","70","6","8484","ENSG00000129007,ENSG00000178372,ENSG00000197122,ENSG00000178363,ENSG00000169885,ENSG00000160014"
"KEGG","Parathyroid hormone synthesis, secretion and action","KEGG:04928","false","0.01708293254458736","1.7674375740093895","105","70","6","8484","ENSG00000137486,ENSG00000141480,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000146648"
"KEGG","Viral carcinogenesis","KEGG:05203","false","0.018390440879432226","1.7354078591681499","201","70","8","8484","ENSG00000177885,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000072062,ENSG00000089159"
"KEGG","Serotonergic synapse","KEGG:04726","false","0.024271871591203167","1.6148967341586717","112","70","6","8484","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"KEGG","Cholinergic synapse","KEGG:04725","false","0.02546783813979455","1.5940079189470935","113","70","6","8484","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"KEGG","Bladder cancer","KEGG:05219","false","0.027175422957955043","1.5658236878349896","41","70","4","8484","ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"KEGG","Pertussis","KEGG:05133","false","0.030866923536734203","1.5105066538869059","76","70","5","8484","ENSG00000129007,ENSG00000178372,ENSG00000178363,ENSG00000169885,ENSG00000160014"
"KEGG","Bacterial invasion of epithelial cells","KEGG:05100","false","0.03280098700042989","1.4841130879227378","77","70","5","8484","ENSG00000160691,ENSG00000050820,ENSG00000197122,ENSG00000169398,ENSG00000089159"
"REAC","Ion homeostasis","REAC:R-HSA-5578775","false","5.472234403000851e-9","8.26183530789805","54","88","10","10842","ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000072062,ENSG00000118729"
"REAC","Signaling by Receptor Tyrosine Kinases","REAC:R-HSA-9006934","false","0.0000010618609587590247","5.973932346528532","505","88","20","10842","ENSG00000132535,ENSG00000105426,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947,ENSG00000103653"
"REAC","Activation of SMO","REAC:R-HSA-5635838","false","0.0000017209896616935211","5.764221738552708","18","88","6","10842","ENSG00000139549,ENSG00000137486,ENSG00000141480,ENSG00000173020,ENSG00000164690,ENSG00000163501"
"REAC","Diseases of signal transduction by growth factor receptors and second messengers","REAC:R-HSA-5663202","false","0.0000019884805602370556","5.701478650402438","417","88","18","10842","ENSG00000148400,ENSG00000139549,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000177885,ENSG00000197122,ENSG00000143801,ENSG00000168214,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947,ENSG00000103653"
"REAC","Synaptic adhesion-like molecules","REAC:R-HSA-8849932","false","0.000004933399967205292","5.306853673406976","21","88","6","10842","ENSG00000132535,ENSG00000105426,ENSG00000132589,ENSG00000137312,ENSG00000142949,ENSG00000126243"
"REAC","G alpha (s) signalling events","REAC:R-HSA-418555","false","0.000019765014691786045","4.7041028584999","156","88","11","10842","ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000127588"
"REAC","GPER1 signaling","REAC:R-HSA-9634597","false","0.000022802177367532783","4.642023680475212","44","88","7","10842","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"REAC","Signaling by ERBB2","REAC:R-HSA-1227986","false","0.000031434281051850735","4.502596468152496","46","88","7","10842","ENSG00000141738,ENSG00000160691,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947"
"REAC","Cardiac conduction","REAC:R-HSA-5576891","false","0.000036939452902196574","4.432509541037537","130","88","10","10842","ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000072062,ENSG00000118729"
"REAC","Signaling by EGFR","REAC:R-HSA-177929","false","0.000042678011397778846","4.369795824933881","48","88","7","10842","ENSG00000160691,ENSG00000197122,ENSG00000146648,ENSG00000089159,ENSG00000138798,ENSG00000127947,ENSG00000103653"
"REAC","GAB1 signalosome","REAC:R-HSA-180292","false","0.00005327844308360978","4.2734484747175685","16","88","5","10842","ENSG00000197122,ENSG00000146648,ENSG00000089159,ENSG00000138798,ENSG00000103653"
"REAC","Protein methylation","REAC:R-HSA-8876725","false","0.00007499662258894651","4.12495829426178","17","88","5","10842","ENSG00000109971,ENSG00000067365,ENSG00000203791,ENSG00000139160,ENSG00000144401"
"REAC","Glucagon signaling in metabolic regulation","REAC:R-HSA-163359","false","0.00009313893140216805","4.03086874910464","33","88","6","10842","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"REAC","Signaling by ERBB4","REAC:R-HSA-1236394","false","0.00009869450202303943","4.005707039909505","54","88","7","10842","ENSG00000132535,ENSG00000160691,ENSG00000197122,ENSG00000143801,ENSG00000080815,ENSG00000146648,ENSG00000138798"
"REAC","SHC1 events in ERBB2 signaling","REAC:R-HSA-1250196","false","0.00010317955833019728","3.9864063354971035","18","88","5","10842","ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947"
"REAC","Release of Hh-Np from the secreting cell","REAC:R-HSA-5362798","false","0.00011529410359533412","3.938192902952398","8","88","4","10842","ENSG00000139549,ENSG00000175356,ENSG00000164690,ENSG00000163501"
"REAC","Signaling by Hedgehog","REAC:R-HSA-5358351","false","0.00013354831194368878","3.874361597108534","149","88","10","10842","ENSG00000139549,ENSG00000137486,ENSG00000141480,ENSG00000165059,ENSG00000142875,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501"
"REAC","Opioid Signalling","REAC:R-HSA-111885","false","0.00023492921778994606","3.6290629673183896","89","88","8","10842","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000141404,ENSG00000173020,ENSG00000072062,ENSG00000127588"
"REAC","Neuronal System","REAC:R-HSA-112316","false","0.0002766174489463995","3.5581204281958954","400","88","15","10842","ENSG00000132535,ENSG00000105426,ENSG00000109971,ENSG00000132589,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000142949,ENSG00000141404,ENSG00000072062,ENSG00000127588,ENSG00000126243"
"REAC","Muscle contraction","REAC:R-HSA-397014","false","0.0002861963249384082","3.5433359473380084","203","88","11","10842","ENSG00000198838,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000072062,ENSG00000089159,ENSG00000118729"
"REAC","Signaling by ERBB2 in Cancer","REAC:R-HSA-1227990","false","0.00030911870632191615","3.5098747128061016","22","88","5","10842","ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000127947"
"REAC","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","REAC:R-HSA-381676","false","0.00041608535541593655","3.3808175694124647","42","88","6","10842","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"REAC","MAPK family signaling cascades","REAC:R-HSA-5683057","false","0.00044963802008073225","3.3471369732104717","308","88","13","10842","ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653"
"REAC","Vasopressin regulates renal water homeostasis via Aquaporins","REAC:R-HSA-432040","false","0.0004804288138263095","3.3183709535786536","43","88","6","10842","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"REAC","ADORA2B mediated anti-inflammatory cytokines production","REAC:R-HSA-9660821","false","0.0004804288138263095","3.3183709535786536","43","88","6","10842","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"REAC","Signal Transduction","REAC:R-HSA-162582","false","0.0006542646537544114","3.1842465415602086","2545","88","41","10842","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000141404,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000137727,ENSG00000127947,ENSG00000127588,ENSG00000103653"
"REAC","Integrin signaling","REAC:R-HSA-354192","false","0.0007526645403571726","3.1233985440294525","26","88","5","10842","ENSG00000160691,ENSG00000050820,ENSG00000197122,ENSG00000169398,ENSG00000103653"
"REAC","Extra-nuclear estrogen signaling","REAC:R-HSA-9009391","false","0.0008017062800082143","3.095984714429016","73","88","7","10842","ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000169398,ENSG00000146648,ENSG00000138798,ENSG00000127588"
"REAC","Stimuli-sensing channels","REAC:R-HSA-2672351","false","0.0008347540629737523","3.0784414584397655","105","88","8","10842","ENSG00000198838,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000118729"
"REAC","HHAT G278V doesn't palmitoylate Hh-Np","REAC:R-HSA-5658034","false","0.0008562079084612451","3.0674207650730514","4","88","3","10842","ENSG00000139549,ENSG00000164690,ENSG00000163501"
"REAC","PLCG1 events in ERBB2 signaling","REAC:R-HSA-1251932","false","0.0008562079084612451","3.0674207650730514","4","88","3","10842","ENSG00000146648,ENSG00000141736,ENSG00000138798"
"REAC","Signaling by NOTCH3","REAC:R-HSA-9012852","false","0.0009361640079661456","3.0286480598996377","48","88","6","10842","ENSG00000148400,ENSG00000143801,ENSG00000168214,ENSG00000080815,ENSG00000146648,ENSG00000138798"
"REAC","Aquaporin-mediated transport","REAC:R-HSA-445717","false","0.0015133000128301267","2.8200749642436085","52","88","6","10842","ENSG00000176533,ENSG00000078369,ENSG00000165059,ENSG00000142875,ENSG00000072062,ENSG00000127588"
"REAC","Signaling by ERBB2 ECD mutants","REAC:R-HSA-9665348","false","0.0015883840606661338","2.799044479704022","14","88","4","10842","ENSG00000160691,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"REAC","Thrombin signalling through proteinase activated receptors (PARs)","REAC:R-HSA-456926","false","0.0018830417302048478","2.7251400554496774","31","88","5","10842","ENSG00000137486,ENSG00000141480,ENSG00000176533,ENSG00000078369,ENSG00000127588"
"REAC","Activated NOTCH1 Transmits Signal to the Nucleus","REAC:R-HSA-2122948","false","0.0018830417302048478","2.7251400554496774","31","88","5","10842","ENSG00000148400,ENSG00000137486,ENSG00000141480,ENSG00000143801,ENSG00000080815"
"REAC","PKA-mediated phosphorylation of key metabolic factors","REAC:R-HSA-163358","false","0.002127934259023708","2.672041793380873","5","88","3","10842","ENSG00000165059,ENSG00000142875,ENSG00000072062"
"REAC","Platelet activation, signaling and aggregation","REAC:R-HSA-76002","false","0.002955208271124176","2.529411906385912","258","88","11","10842","ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000176533,ENSG00000078369,ENSG00000197122,ENSG00000169398,ENSG00000138798,ENSG00000127588,ENSG00000103653"
"REAC","Peroxisomal protein import","REAC:R-HSA-9033241","false","0.0035331494408085183","2.451837992922943","60","88","6","10842","ENSG00000133835,ENSG00000213965,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876"
"REAC","VEGFA-VEGFR2 Pathway","REAC:R-HSA-4420097","false","0.004389368691804824","2.3575979383868857","94","88","7","10842","ENSG00000050820,ENSG00000120899,ENSG00000165059,ENSG00000142875,ENSG00000169398,ENSG00000072062,ENSG00000089159"
